Name,Motherboard,Memory,Processor,Number,Date
Amit Mani,MSI MAG B460M Mortar,Crucial Ballistix 16GB (2 x 8GB),Intel Core i5-11600K,7,2023-07-16
Lakshmi Ramanathan,ASUS Prime X570-Pro,HyperX Predator RGB 16GB (2 x 8GB),Intel Core i9-11900K,4,2023-07-21
Meera Ramanathan,ASUS TUF B450-PLUS Gaming,Crucial Ballistix RGB 16GB (2 x 8GB),AMD Ryzen 5 5600X,7,2023-07-21
Amit Mohan,ASRock B550 Steel Legend,Crucial Ballistix 16GB (2 x 8GB),AMD Ryzen 7 3700X,3,2023-07-15
Amit Ramanathan,ASRock Z590 Extreme WiFi 6E,Corsair Dominator Platinum RGB 32GB (2 x 16GB),AMD Ryzen 5 5600X,7,2023-07-16
Ravi Iyer,GIGABYTE X570 AORUS Ultra,G.Skill Trident Z RGB 32GB (2 x 16GB),AMD Ryzen 5 5600X,3,2023-07-17
Radha Malhotra,GIGABYTE Z490 AORUS Elite AC,Kingston HyperX Fury 32GB (2 x 16GB),AMD Ryzen 9 5900X,2,2023-07-17
Lakshmi Patel,MSI MPG Z590 Gaming Carbon WiFi,Corsair Dominator Platinum RGB 32GB (2 x 16GB),Intel Core i5-11600K,4,2023-07-16
Arjun Mohan,GIGABYTE X570 AORUS Ultra,G.Skill Trident Z RGB 32GB (2 x 16GB),Intel Core i7-10700K,4,2023-07-21
Sanjay Iyer,ASRock Z590 Extreme WiFi 6E,Corsair Vengeance RGB Pro 32GB (2 x 16GB),AMD Ryzen 9 5950X,6,2023-07-15
Priya Choudhury,ASRock B550 Steel Legend,Kingston HyperX Fury 32GB (2 x 16GB),Intel Core i5-11600K,2,2023-07-20
Vikram Mohan,MSI B450 TOMAHAWK MAX,ADATA XPG Gammix D10 32GB (2 x 16GB),AMD Ryzen 9 5950X,1,2023-07-18
Radha Krishnan,ASUS Prime X570-Pro,Kingston HyperX Fury 32GB (2 x 16GB),AMD Ryzen 5 3600X,6,2023-07-19
Sonia Rajaram,ASRock Z590 Extreme WiFi 6E,Kingston HyperX Fury 32GB (2 x 16GB),AMD Ryzen 7 5800X,4,2023-07-17
Amit Patel,ASRock X570 Taichi,Corsair Dominator Platinum RGB 32GB (2 x 16GB),Intel Core i5-11400F,8,2023-07-17
Vikram Patel,ASRock B550 Steel Legend,Corsair Vengeance RGB Pro 32GB (2 x 16GB),AMD Ryzen 9 5950X,3,2023-07-19
Karthik Narayanan,MSI MPG Z590 Gaming Carbon WiFi,G.Skill Ripjaws V 16GB (2 x 8GB),AMD Ryzen 7 3700X,5,2023-07-16
Divya Patel,ASRock Z590 Extreme WiFi 6E,G.Skill Trident Z RGB 32GB (2 x 16GB),Intel Core i5-11600K,5,2023-07-20
Radha Venkataraman,ASUS ROG Strix B550-F Gaming,Corsair Dominator Platinum RGB 32GB (2 x 16GB),Intel Core i5-11400F,3,2023-07-19
Deepika Iyer,GIGABYTE Z490 AORUS Elite AC,G.Skill Ripjaws V 16GB (2 x 8GB),AMD Ryzen 7 5800X,1,2023-07-19
Karthik Mohan,MSI MAG B460M Mortar,G.Skill Ripjaws V 16GB (2 x 8GB),Intel Core i9-11900K,2,2023-07-18
Amit Chopra,GIGABYTE B550 AORUS Elite,G.Skill Trident Z RGB 32GB (2 x 16GB),Intel Core i5-11400F,1,2023-07-19
Amit Balakrishnan,GIGABYTE X570 AORUS Ultra,Corsair Vengeance LPX 16GB (2 x 8GB),Intel Core i7-11700K,5,2023-07-20
Nithya Mohan,MSI MAG B460M Mortar,Kingston HyperX Fury 32GB (2 x 16GB),AMD Ryzen 5 3600X,6,2023-07-15
Lakshmi Sharma,ASRock Z590 Extreme WiFi 6E,Kingston HyperX Fury 32GB (2 x 16GB),AMD Ryzen 9 5950X,4,2023-07-20
Prakash Kumar,ASRock Z590 Extreme WiFi 6E,Corsair Vengeance RGB Pro 32GB (2 x 16GB),Intel Core i9-11900K,1,2023-07-21
Ganesh Verma,ASRock Z590 Extreme WiFi 6E,G.Skill Trident Z RGB 32GB (2 x 16GB),Intel Core i9-10900K,6,2023-07-20
Sanjay Venkataraman,ASUS Prime X570-Pro,Corsair Vengeance RGB Pro 32GB (2 x 16GB),Intel Core i5-11600K,8,2023-07-21
Anjali Singh,ASUS ROG Strix B550-F Gaming,ADATA XPG Gammix D10 32GB (2 x 16GB),AMD Ryzen 5 3600X,4,2023-07-20
Karthik Narayanan,GIGABYTE Z490 AORUS Elite AC,Corsair Vengeance LPX 16GB (2 x 8GB),Intel Core i5-11400F,7,2023-07-18
Radha Krishnan,GIGABYTE Z490 AORUS Elite AC,Crucial Ballistix 16GB (2 x 8GB),Intel Core i9-10900K,5,2023-07-18
Sonia Rajaram,ASRock Z590 Extreme WiFi 6E,G.Skill Ripjaws V 16GB (2 x 8GB),AMD Ryzen 5 5600X,2,2023-07-15
Sanjay Mukherjee,ASRock B550 Steel Legend,Corsair Vengeance LPX 16GB (2 x 8GB),AMD Ryzen 5 3600X,7,2023-07-21
Suresh Mohan,MSI MAG B460M Mortar,Crucial Ballistix 16GB (2 x 8GB),AMD Ryzen 7 5800X,7,2023-07-15
Vikram Gupta,ASRock B550 Steel Legend,ADATA XPG Gammix D10 32GB (2 x 16GB),Intel Core i5-11400F,8,2023-07-19
Sanjay Patel,ASUS ROG Strix B550-F Gaming,Kingston HyperX Fury 32GB (2 x 16GB),Intel Core i7-10700K,4,2023-07-21
Rahul Mohan,MSI MPG Z590 Gaming Carbon WiFi,Corsair Vengeance LPX 16GB (2 x 8GB),Intel Core i9-11900K,6,2023-07-21
Swathi Mukherjee,GIGABYTE Z490 AORUS Elite AC,Crucial Ballistix 16GB (2 x 8GB),Intel Core i7-11700K,6,2023-07-18
Sanjay Gupta,GIGABYTE B550 AORUS Elite,Crucial Ballistix RGB 16GB (2 x 8GB),AMD Ryzen 9 5950X,1,2023-07-20
Meera Krishnan,MSI MAG B460M Mortar,Team T-Force Delta RGB 32GB (2 x 16GB),Intel Core i9-11900K,4,2023-07-16
Amit Singh,MSI MAG B460M Mortar,Kingston HyperX Fury 32GB (2 x 16GB),Intel Core i7-10700K,3,2023-07-15
Vikram Mukherjee,ASUS Prime X570-Pro,Team T-Force Delta RGB 32GB (2 x 16GB),AMD Ryzen 9 5950X,4,2023-07-17
Ganesh Malhotra,ASUS ROG Strix B550-F Gaming,Corsair Vengeance RGB Pro 32GB (2 x 16GB),AMD Ryzen 5 3600X,4,2023-07-21
Vikram Patel,GIGABYTE Z490 AORUS Elite AC,Team T-Force Delta RGB 32GB (2 x 16GB),AMD Ryzen 5 5600X,7,2023-07-16
Vikram Iyer,ASRock X570 Taichi,Crucial Ballistix RGB 16GB (2 x 8GB),Intel Core i5-11400F,3,2023-07-18
Swathi Balakrishnan,MSI MAG B460M Mortar,Kingston HyperX Fury 32GB (2 x 16GB),Intel Core i5-11600K,7,2023-07-18
Suresh Kumar,MSI MAG B460M Mortar,Corsair Dominator Platinum RGB 32GB (2 x 16GB),AMD Ryzen 7 3700X,6,2023-07-15
Nithya Gupta,ASRock Z590 Extreme WiFi 6E,Crucial Ballistix RGB 16GB (2 x 8GB),Intel Core i5-11600K,5,2023-07-17
Meera Subramanian,MSI MAG B460M Mortar,ADATA XPG Gammix D10 32GB (2 x 16GB),Intel Core i5-11400F,3,2023-07-21
Radha Narayanan,GIGABYTE B550 AORUS Elite,HyperX Predator RGB 16GB (2 x 8GB),Intel Core i7-11700K,8,2023-07-21
Divya Ramanathan,ASRock Z590 Extreme WiFi 6E,Corsair Dominator Platinum RGB 32GB (2 x 16GB),AMD Ryzen 7 3700X,2,2023-07-15
Arjun Venkataraman,ASRock X570 Taichi,Kingston HyperX Fury 32GB (2 x 16GB),Intel Core i9-11900K,2,2023-07-18
Ravi Singh,GIGABYTE Z490 AORUS Elite AC,Team T-Force Delta RGB 32GB (2 x 16GB),Intel Core i5-11600K,6,2023-07-15
Ravi Verma,GIGABYTE B550 AORUS Elite,Corsair Vengeance LPX 16GB (2 x 8GB),AMD Ryzen 5 3600X,8,2023-07-19
Priya Mani,ASUS Prime X570-Pro,Crucial Ballistix 16GB (2 x 8GB),AMD Ryzen 7 5800X,2,2023-07-15
Priya Mukherjee,MSI MPG Z590 Gaming Carbon WiFi,Crucial Ballistix 16GB (2 x 8GB),AMD Ryzen 9 5950X,4,2023-07-17
Swathi Chopra,MSI B450 TOMAHAWK MAX,HyperX Predator RGB 16GB (2 x 8GB),Intel Core i7-10700K,8,2023-07-18
Sanjay Rajaram,GIGABYTE Z490 AORUS Elite AC,HyperX Predator RGB 16GB (2 x 8GB),Intel Core i5-11600K,4,2023-07-16
Karthik Narayanan,GIGABYTE Z490 AORUS Elite AC,ADATA XPG Gammix D10 32GB (2 x 16GB),AMD Ryzen 7 3700X,6,2023-07-17
Radha Gupta,ASRock Z590 Extreme WiFi 6E,Team T-Force Delta RGB 32GB (2 x 16GB),Intel Core i5-11600K,5,2023-07-17
Anjali Malhotra,MSI MPG Z590 Gaming Carbon WiFi,Kingston HyperX Fury 32GB (2 x 16GB),AMD Ryzen 9 5950X,7,2023-07-18
Prakash Mani,ASRock B550 Steel Legend,G.Skill Ripjaws V 16GB (2 x 8GB),Intel Core i7-10700K,1,2023-07-18
Arjun Kumar,GIGABYTE Z490 AORUS Elite AC,Corsair Vengeance RGB Pro 32GB (2 x 16GB),AMD Ryzen 7 5800X,2,2023-07-21
Divya Patel,MSI MPG Z590 Gaming Carbon WiFi,Crucial Ballistix RGB 16GB (2 x 8GB),Intel Core i5-11600K,5,2023-07-16
Ravi Patel,ASRock Z590 Extreme WiFi 6E,ADATA XPG Gammix D10 32GB (2 x 16GB),Intel Core i7-11700K,6,2023-07-18
Prakash Choudhury,MSI MAG B460M Mortar,HyperX Predator RGB 16GB (2 x 8GB),Intel Core i9-10900K,5,2023-07-16
Prakash Sharma,ASRock X570 Taichi,Crucial Ballistix RGB 16GB (2 x 8GB),Intel Core i9-11900K,3,2023-07-19
Priya Ramanathan,ASUS Prime X570-Pro,Corsair Vengeance LPX 16GB (2 x 8GB),Intel Core i7-10700K,4,2023-07-18
Prakash Choudhury,MSI MAG B460M Mortar,Corsair Dominator Platinum RGB 32GB (2 x 16GB),Intel Core i5-11600K,1,2023-07-15
Radha Venkataraman,ASRock Z590 Extreme WiFi 6E,Corsair Dominator Platinum RGB 32GB (2 x 16GB),Intel Core i7-11700K,8,2023-07-20
